population,Data Zone
592,S01003743
660,S01003744
754,S01003745
905,S01003746
"1,073",S01003747
580,S01003748
865,S01003749
729,S01003750
"1,089",S01003751
958,S01003752
"1,129",S01003753
807,S01003754
"1,684",S01003755
915,S01003756
607,S01003757
958,S01003758
662,S01003759
821,S01003760
"1,000",S01003761
"1,068",S01003762
931,S01003763
879,S01003764
626,S01003765
707,S01003766
800,S01003767
631,S01003768
979,S01003769
813,S01003770
756,S01003771
602,S01003772
668,S01003773
760,S01003774
937,S01003775
679,S01003776
"1,141",S01003777
"3,799",S01003778
509,S01003779
"1,134",S01003780
"1,097",S01003781
622,S01003782
"1,485",S01003783
"1,862",S01003784
823,S01003785
839,S01003786
592,S01003787
712,S01003788
510,S01003789
556,S01003790
799,S01003791
"2,437",S01003792
550,S01003793
667,S01003794
654,S01003795
642,S01003796
942,S01003797
850,S01003798
753,S01003799
646,S01003800
845,S01003801
770,S01003802
715,S01003803
604,S01003804
"1,181",S01003805
700,S01003806
881,S01003807
996,S01003808
673,S01003809
925,S01003810
655,S01003811
948,S01003812
847,S01003813
763,S01003814
811,S01003815
991,S01003816
"1,049",S01003817
807,S01003818
"2,534",S01003819
"1,030",S01003820
808,S01003821
630,S01003822
972,S01003823
684,S01003824
803,S01003825
791,S01003826
846,S01003827
"1,193",S01003828
666,S01003829
888,S01003830
573,S01003831
948,S01003832
609,S01003833
649,S01003834
502,S01003835
490,S01003836
787,S01003837
547,S01003838
640,S01003839
700,S01003840
602,S01003841
762,S01003842
974,S01003843
690,S01003844
"1,075",S01003845
766,S01003846
599,S01003847
654,S01003848
"1,019",S01003849
535,S01003850
805,S01003851
588,S01003852
"1,235",S01003853
566,S01003854
959,S01003855
728,S01003856
712,S01003857
537,S01003858
597,S01003859
726,S01003860
777,S01003861
722,S01003862
670,S01003863
885,S01003864
"1,044",S01003865
980,S01003866
"1,410",S01003867
802,S01003868
699,S01003869
989,S01003870
755,S01003871
930,S01003872
"1,150",S01003873
"1,038",S01003874
680,S01003875
716,S01003876
675,S01003877
"1,044",S01003878
802,S01003879
852,S01003880
922,S01003881
494,S01003882
531,S01003883
795,S01003884
637,S01003885
523,S01003886
"1,020",S01003887
"1,758",S01003888
541,S01003889
668,S01003890
757,S01003891
601,S01003892
651,S01003893
908,S01003894
733,S01003895
684,S01003896
828,S01003897
807,S01003898
790,S01003899
762,S01003900
644,S01003901
"1,034",S01003902
856,S01003903
848,S01003904
"1,213",S01003905
700,S01003906
783,S01003907
818,S01003908
605,S01003909
742,S01003910
568,S01003911
903,S01003912
810,S01003913
"1,017",S01003914
798,S01003915
844,S01003916
901,S01003917
921,S01003918
666,S01003919
738,S01003920
"1,059",S01003921
927,S01003922
716,S01003923
506,S01003924
721,S01003925
630,S01003926
736,S01003927
807,S01003928
485,S01003929
747,S01003930
"1,144",S01003931
970,S01003932
724,S01003933
998,S01003934
797,S01003935
"1,080",S01003936
756,S01003937
684,S01003938
592,S01003939
"1,081",S01003940
609,S01003941
778,S01003942
638,S01003943
663,S01003944
637,S01003945
846,S01003946
645,S01003947
758,S01003948
656,S01003949
668,S01003950
586,S01003951
567,S01003952
572,S01003953
668,S01003954
641,S01003955
739,S01003956
656,S01003957
789,S01003958
766,S01003959
851,S01003960
563,S01003961
617,S01003962
468,S01003963
591,S01003964
581,S01003965
"1,007",S01003966
541,S01003967
873,S01003968
774,S01003969
596,S01003970
686,S01003971
777,S01003972
449,S01003973
809,S01003974
874,S01003975
746,S01003976
519,S01003977
524,S01003978
557,S01003979
681,S01003980
550,S01003981
750,S01003982
672,S01003983
640,S01003984
706,S01003985
565,S01003986
677,S01003987
496,S01003988
898,S01003989
511,S01003990
608,S01003991
962,S01003992
674,S01003993
727,S01003994
"1,319",S01003995
561,S01003996
873,S01003997
537,S01003998
831,S01003999
710,S01004000
688,S01004001
842,S01004002
588,S01004003
697,S01004004
580,S01004005
533,S01004006
555,S01004007
638,S01004008
746,S01004009
802,S01004010
"1,377",S01004011
772,S01004012
546,S01004013
687,S01004014
897,S01004015
580,S01004016
965,S01004017
794,S01004018
"1,116",S01004019
767,S01004020
"1,169",S01004021
931,S01004022
526,S01004023
"1,157",S01004024
764,S01004025
579,S01004026
759,S01004027
747,S01004028
863,S01004029
625,S01004030
559,S01004031
427,S01004032
883,S01004033
738,S01004034
722,S01004035
630,S01004036
644,S01004037
665,S01004038
357,S01004039
637,S01004040
622,S01004041
456,S01004042
696,S01004043
630,S01004044
591,S01004045
534,S01004046
639,S01004047
"1,033",S01004048
"1,226",S01004049
621,S01004050
810,S01004051
546,S01004052
991,S01004053
892,S01004054
481,S01004055
687,S01004056
"1,843",S01004057
900,S01004058
526,S01004059
458,S01004060
773,S01004061
810,S01004062
530,S01004063
614,S01004064
853,S01004065
566,S01004066
827,S01004067
663,S01004068
448,S01004069
738,S01004070
790,S01004071
"1,162",S01004072
784,S01004073
778,S01004074
415,S01004075
593,S01004076
813,S01004077
714,S01004078
728,S01004079
772,S01004080
702,S01004081
"1,008",S01004082
856,S01004083
890,S01004084
546,S01004085
739,S01004086
480,S01004087
582,S01004088
672,S01004089
342,S01004090
868,S01004091
740,S01004092
517,S01004093
428,S01004094
488,S01004095
696,S01004096
727,S01004097
609,S01004098
715,S01004099
742,S01004100
680,S01004101
794,S01004102
651,S01004103
752,S01004104
826,S01004105
882,S01004106
678,S01004107
791,S01004108
556,S01004109
757,S01004110
759,S01004111
848,S01004112
727,S01004113
617,S01004114
743,S01004115
654,S01004116
766,S01004117
825,S01004118
519,S01004119
702,S01004120
684,S01004121
924,S01004122
"1,098",S01004123
"1,026",S01004124
635,S01004125
681,S01004126
830,S01004127
679,S01004128
715,S01004129
493,S01004130
793,S01004131
555,S01004132
799,S01004133
665,S01004134
559,S01004135
622,S01004136
480,S01004137
639,S01004138
556,S01004139
660,S01004140
653,S01004141
538,S01004142
838,S01004143
"1,243",S01004144
614,S01004145
659,S01004146
699,S01004147
877,S01004148
841,S01004149
503,S01004150
"1,101",S01004151
692,S01004152
756,S01004153
615,S01004154
"1,051",S01004155
943,S01004156
560,S01004157
641,S01004158
541,S01004159
648,S01004160
547,S01004161
"2,987",S01004162
644,S01004163
906,S01004164
928,S01004165
686,S01004166
627,S01004167
650,S01004168
779,S01004169
775,S01004170
627,S01004171
771,S01004172
577,S01004173
679,S01004174
518,S01004175
601,S01004176
510,S01004177
566,S01004178
479,S01004179
889,S01004180
776,S01004181
899,S01004182
"1,009",S01004183
758,S01004184
653,S01004185
768,S01004186
679,S01004187
811,S01004188
925,S01004189
787,S01004190
716,S01004191
"1,063",S01004192
728,S01004193
724,S01004194
626,S01004195
589,S01004196
683,S01004197
707,S01004198
736,S01004199
689,S01004200
741,S01004201
511,S01004202
957,S01004203
686,S01004204
722,S01004205
632,S01004206
869,S01004207
828,S01004208
584,S01004209
603,S01004210
"1,030",S01004211
"1,960",S01004212
554,S01004213
637,S01004214
586,S01004215
764,S01004216
590,S01004217
805,S01004218
518,S01004219
915,S01004220
721,S01004221
561,S01004222
686,S01004223
640,S01004224
818,S01004225
684,S01004226
"1,287",S01004227
910,S01004228
654,S01004229
708,S01004230
680,S01004231
681,S01004232
796,S01004233
"1,065",S01004234
855,S01004235
993,S01004236
643,S01004237
549,S01004238
842,S01004239
789,S01004240
536,S01004241
888,S01004242
740,S01004243
592,S01004244
999,S01004245
629,S01004246
827,S01004247
"1,100",S01004248
900,S01004249
"1,037",S01004250
871,S01004251
635,S01004252
581,S01004253
714,S01004254
"3,606",S01004255
"1,637",S01004256
635,S01004257
789,S01004258
865,S01004259
495,S01004260
711,S01004261
833,S01004262
720,S01004263
746,S01004264
914,S01004265
556,S01004266
466,S01004267
620,S01004268
774,S01004269
522,S01004270
629,S01004271
559,S01004272
568,S01004273
881,S01004274
543,S01004275
871,S01004276
680,S01004277
"1,052",S01004278
800,S01004279
909,S01004280
723,S01004281
836,S01004282
670,S01004283
867,S01004284
772,S01004285
577,S01004286
690,S01004287
650,S01004288
529,S01004289
"1,292",S01004290
787,S01004291
912,S01004292
921,S01004293
755,S01004294
797,S01004295
900,S01004296
713,S01004297
"1,640",S01004298
509,S01004299
569,S01004300
789,S01004301
684,S01004302
552,S01004303
796,S01004304
622,S01004305
579,S01004306
"1,043",S01004307
945,S01004308
910,S01004309
716,S01004310
"1,141",S01004311
660,S01004312
"1,355",S01004313
767,S01004314
477,S01004315
502,S01004316
"1,228",S01004317
528,S01004318
873,S01004319
814,S01004320
750,S01004321
956,S01004322
604,S01004323
748,S01004324
979,S01004325
825,S01004326
700,S01004327
600,S01004328
499,S01004329
"1,299",S01004330
577,S01004331
612,S01004332
558,S01004333
"1,569",S01004334
536,S01004335
"1,022",S01004336
759,S01004337
737,S01004338
950,S01004339
536,S01004340
544,S01004341
"1,494",S01004342
617,S01004343
726,S01004344
"1,158",S01004345
438,S01004346
869,S01004347
636,S01004348
769,S01004349
631,S01004350
523,S01004351
540,S01004352
833,S01004353
499,S01004354
528,S01004355
935,S01004356
800,S01004357
660,S01004358
508,S01004359
656,S01004360
822,S01004361
605,S01004362
963,S01004363
936,S01004364
654,S01004365
562,S01004366
744,S01004367
526,S01004368
683,S01004369
659,S01004370
740,S01004371
858,S01004372
609,S01004373
845,S01004374
604,S01004375
863,S01004376
710,S01004377
886,S01004378
873,S01004379
691,S01004380
769,S01004381
667,S01004382
788,S01004383
629,S01004384
700,S01004385
985,S01004386
931,S01004387
856,S01004388
583,S01004389
735,S01004390
554,S01004391
830,S01004392
888,S01004393
760,S01004394
584,S01004395
719,S01004396
863,S01004397
797,S01004398
446,S01004399
520,S01004400
996,S01004401
927,S01004402
466,S01004403
729,S01004404
750,S01004405
887,S01004406
669,S01004407
"1,689",S01004408
462,S01004409
"1,047",S01004410
518,S01004411
"1,076",S01004412
760,S01004413
679,S01004414
685,S01004415
751,S01004416
802,S01004417
851,S01004418
784,S01004419
712,S01004420
850,S01004421
569,S01004422
752,S01004423
664,S01004424
557,S01004425
520,S01004426
788,S01004427
799,S01004428
824,S01004429
499,S01004430
679,S01004431
"1,001",S01004432
871,S01004433
779,S01004434
869,S01004435
748,S01004436
833,S01004437
582,S01004438
656,S01004439
730,S01004440
"1,349",S01004441
815,S01004442
711,S01004443
889,S01004444
"1,009",S01004445
843,S01004446
710,S01004447
530,S01004448
862,S01004449
855,S01004450
833,S01004451
624,S01004452
927,S01004453
978,S01004454
844,S01004455
475,S01004456
851,S01004457
803,S01004458
549,S01004459
592,S01004460
593,S01004461
629,S01004462
731,S01004463
827,S01004464
696,S01004465
"1,037",S01004466
900,S01004467
845,S01004468
652,S01004469
730,S01004470
"2,267",S01004471
732,S01004472
"1,006",S01004473
983,S01004474
527,S01004475
726,S01004476
"1,056",S01004477
559,S01004478
685,S01004479
901,S01004480
802,S01004481
850,S01004482
602,S01004483
"1,007",S01004484
737,S01004485
961,S01004486
"1,031",S01004487
618,S01004488
900,S01004489
643,S01004490
790,S01004491
949,S01004492
981,S01004493
880,S01004494
624,S01004495
663,S01004496
820,S01004497
679,S01004498
642,S01004499
720,S01004500
716,S01004501
721,S01004502
649,S01004503
665,S01004504
594,S01004505
476,S01004506
706,S01004507
713,S01004508
"1,204",S01004509
861,S01004510
901,S01004511
842,S01004512
518,S01004513
556,S01004514
918,S01004515
481,S01004516
729,S01004517
644,S01004518
944,S01004519
810,S01004520
741,S01004521
825,S01004522
776,S01004523
584,S01004524
926,S01004525
679,S01004526
582,S01004527
730,S01004528
825,S01004529
525,S01004530
"1,075",S01004531
879,S01004532
454,S01004533
643,S01004534
850,S01004535
687,S01004536
802,S01004537
762,S01004538
771,S01004539
"1,227",S01004540
842,S01004541
819,S01004542
809,S01004543
"1,903",S01004544
746,S01004545
821,S01004546
810,S01004547
794,S01004548
"2,273",S01004549
647,S01004550
"1,782",S01004551
756,S01004552
528,S01004553
728,S01004554
621,S01004555
690,S01004556
494,S01004557
934,S01004558
973,S01004559
684,S01004560
969,S01004561
458,S01004562
852,S01004563
954,S01004564
857,S01004565
694,S01004566
473,S01004567
682,S01004568
740,S01004569
591,S01004570
597,S01004571
741,S01004572
582,S01004573
491,S01004574
672,S01004575
546,S01004576
621,S01004577
839,S01004578
595,S01004579
854,S01004580
"1,262",S01004581
530,S01004582
756,S01004583
811,S01004584
547,S01004585
"1,024",S01004586
"1,293",S01004587
659,S01004588
810,S01004589
855,S01004590
555,S01004591
622,S01004592
937,S01004593
503,S01004594
966,S01004595
712,S01004596
525,S01004597
632,S01004598
901,S01004599
863,S01004600
956,S01004601
850,S01004602
784,S01004603
588,S01004604
937,S01004605
781,S01004606
558,S01004607
"1,655",S01004608
573,S01004609
686,S01004610
"1,013",S01004611
"1,135",S01004612
"1,973",S01004613
744,S01004614
"1,147",S01004615
859,S01004616
693,S01004617
680,S01004618
541,S01004619
578,S01004620
859,S01004621
857,S01004622
"1,011",S01004623
"1,212",S01004624
804,S01004625
"2,086",S01004626
508,S01004627
506,S01004628
877,S01004629
860,S01004630
700,S01004631
"1,019",S01004632
566,S01004633
"1,144",S01004634
719,S01004635
647,S01004636
542,S01004637
508,S01004638
662,S01004639
760,S01004640
590,S01004641
803,S01004642
489,S01004643
705,S01004644
876,S01004645
766,S01004646
"1,699",S01004647
"1,137",S01004648
554,S01004649
789,S01004650
837,S01004651
985,S01004652
607,S01004653
944,S01004654
963,S01004655
559,S01004656
700,S01004657
926,S01004658
510,S01004659
789,S01004660
729,S01004661
976,S01004662
502,S01004663
634,S01004664
624,S01004665
740,S01004666
726,S01004667
875,S01004668
811,S01004669
"1,004",S01004670
828,S01004671
633,S01004672
900,S01004673
785,S01004674
871,S01004675
733,S01004676
897,S01004677
934,S01004678
461,S01004679
913,S01004680
841,S01004681
499,S01004682
668,S01004683
"1,494",S01004684
490,S01004685
732,S01004686
"1,072",S01004687
640,S01004688
952,S01004689
539,S01004690
738,S01004691
656,S01004692
681,S01004693
587,S01004694
757,S01004695
976,S01004696
814,S01004697
623,S01004698
767,S01004699
760,S01004700
809,S01004701
553,S01004702
912,S01004703
614,S01004704
905,S01004705
"1,729",S01004706
931,S01004707
637,S01004708
691,S01004709
909,S01004710
906,S01004711
488,S01004712
721,S01004713
770,S01004714
"1,702",S01004715
807,S01004716
920,S01004717
866,S01004718
998,S01004719
820,S01004720
540,S01004721
673,S01004722
554,S01004723
978,S01004724
654,S01004725
576,S01004726
773,S01004727
953,S01004728
636,S01004729
"1,429",S01004730
828,S01004731
713,S01004732
707,S01004733
502,S01004734
964,S01004735
752,S01004736
745,S01004737
653,S01004738
656,S01004739
788,S01004740
587,S01004741
"1,294",S01004742
855,S01004743
549,S01004744
944,S01004745
762,S01004746
675,S01004747
557,S01004748
"1,110",S01004749
657,S01004750
797,S01004751
835,S01004752
721,S01004753
642,S01004754
673,S01004755
611,S01004756
834,S01004757
883,S01004758
549,S01004759
751,S01004760
529,S01004761
605,S01004762
850,S01004763
742,S01004764
"1,483",S01004765
"1,541",S01004766
668,S01004767
903,S01004768
548,S01004769
520,S01004770
830,S01004771
578,S01004772
730,S01004773
918,S01004774
781,S01004775
706,S01004776
733,S01004777
685,S01004778
782,S01004779
516,S01004780
906,S01004781
"1,291",S01004782
912,S01004783
673,S01004784
585,S01004785
525,S01004786
"1,012",S01004787
700,S01004788
986,S01004789
694,S01004790
586,S01004791
593,S01004792
712,S01004793
684,S01004794
863,S01004795
746,S01004796
696,S01004797
854,S01004798
525,S01004799
641,S01004800
646,S01004801
801,S01004802
845,S01004803
842,S01004804
592,S01004805
606,S01004806
531,S01004807
697,S01004808
439,S01004809
571,S01004810
736,S01004811
841,S01004812
871,S01004813
818,S01004814
"1,987",S01004815
764,S01004816
660,S01004817
763,S01004818
650,S01004819
"1,065",S01004820
"1,985",S01004821
682,S01004822
899,S01004823
683,S01004824
567,S01004825
978,S01004826
608,S01004827
"1,163",S01004828
696,S01004829
724,S01004830
814,S01004831
"1,401",S01004832
825,S01004833
796,S01004834
820,S01004835
702,S01004836
885,S01004837
"1,926",S01004838
821,S01004839
925,S01004840
793,S01004841
"1,608",S01004842
626,S01004843
936,S01004844
691,S01004845
"1,402",S01004846
882,S01004847
737,S01004848
521,S01004849
"1,423",S01004850
622,S01004851
661,S01004852
718,S01004853
"1,151",S01004854
583,S01004855
"1,613",S01004856
876,S01004857
858,S01004858
911,S01004859
"1,432",S01004860
711,S01004861
617,S01004862
844,S01004863
501,S01004864
715,S01004865
870,S01004866
729,S01004867
721,S01004868
760,S01004869
819,S01004870
743,S01004871
789,S01004872
751,S01004873
"1,010",S01004874
655,S01004875
906,S01004876
692,S01004877
815,S01004878
634,S01004879
777,S01004880
754,S01004881
589,S01004882
"2,306",S01004883
562,S01004884
516,S01004885
873,S01004886
449,S01004887
642,S01004888
776,S01004889
775,S01004890
961,S01004891
666,S01004892
723,S01004893
797,S01004894
835,S01004895
861,S01004896
576,S01004897
906,S01004898
745,S01004899
939,S01004900
739,S01004901
656,S01004902
568,S01004903
825,S01004904
976,S01004905
799,S01004906
800,S01004907
607,S01004908
751,S01004909
817,S01004910
907,S01004911
715,S01004912
603,S01004913
660,S01004914
665,S01004915
697,S01004916
589,S01004917
641,S01004918
746,S01004919
867,S01004920
632,S01004921
652,S01004922
931,S01004923
777,S01004924
564,S01004925
878,S01004926
837,S01004927
"1,660",S01004928
643,S01004929
570,S01004930
954,S01004931
738,S01004932
842,S01004933
750,S01004934
565,S01004935
"1,027",S01004936
559,S01004937
708,S01004938
563,S01004939
509,S01004940
576,S01004941
889,S01004942
"1,065",S01004943
484,S01004944
747,S01004945
735,S01004946
782,S01004947
538,S01004948
706,S01004949
897,S01004950
662,S01004951
"1,081",S01004952
775,S01004953
676,S01004954
558,S01004955
858,S01004956
871,S01004957
"1,253",S01004958
676,S01004959
513,S01004960
648,S01004961
711,S01004962
703,S01004963
"1,107",S01004964
968,S01004965
"1,000",S01004966
769,S01004967
586,S01004968
908,S01004969
799,S01004970
993,S01004971
797,S01004972
949,S01004973
"1,224",S01004974
788,S01004975
974,S01004976
971,S01004977
"1,044",S01004978
857,S01004979
987,S01004980
"1,082",S01004981
663,S01004982
951,S01004983
837,S01004984
893,S01004985
756,S01004986
512,S01004987
531,S01004988
820,S01004989
594,S01004990
609,S01004991
815,S01004992
688,S01004993
777,S01004994
"1,049",S01004995
717,S01004996
951,S01004997
"1,235",S01004998
930,S01004999
551,S01005000
"1,268",S01005001
870,S01005002
"1,082",S01005003
941,S01005004
969,S01005005
782,S01005006
833,S01005007
"1,379",S01005008
"1,029",S01005009
697,S01005010
883,S01005011
885,S01005012
808,S01005013
905,S01005014
548,S01005015
920,S01005016
734,S01005017
566,S01005018
"1,239",S01005019
855,S01005020
860,S01005021
688,S01005022
897,S01005023
928,S01005024
698,S01005025
678,S01005026
768,S01005027
891,S01005028
989,S01005029
"1,025",S01005030
671,S01005031
886,S01005032
754,S01005033
751,S01005034
"1,025",S01005035
652,S01005036
"1,097",S01005037
806,S01005038
"1,062",S01005039
"1,089",S01005040
718,S01005041
790,S01005042
748,S01005043
952,S01005044
983,S01005045
"1,268",S01005046
"1,495",S01005047
621,S01005048
815,S01005049
878,S01005050
825,S01005051
957,S01005052
886,S01005053
612,S01005054
821,S01005055
780,S01005056
661,S01005057
994,S01005058
515,S01005059
717,S01005060
"1,123",S01005061
473,S01005062
538,S01005063
771,S01005064
"1,309",S01005065
793,S01005066
786,S01005067
639,S01005068
617,S01005069
"1,126",S01005070
195,S01005071
602,S01005072
725,S01005073
"1,276",S01005074
584,S01005075
712,S01005076
"1,090",S01005077
708,S01005078
645,S01005079
489,S01005080
650,S01005081
650,S01005082
973,S01005083
624,S01005084
531,S01005085
"1,708",S01005086
498,S01005087
668,S01005088
729,S01005089
843,S01005090
619,S01005091
654,S01005092
682,S01005093
868,S01005094
"1,657",S01005095
782,S01005096
855,S01005097
770,S01005098
769,S01005099
894,S01005100
961,S01005101
932,S01005102
"1,222",S01005103
"1,092",S01005104
833,S01005105
498,S01005106
558,S01005107
650,S01005108
"1,468",S01005109
"1,067",S01005110
581,S01005111
841,S01005112
992,S01005113
977,S01005114
"1,047",S01005115
616,S01005116
"1,030",S01005117
773,S01005118
788,S01005119
660,S01005120
"1,082",S01005121
875,S01005122
775,S01005123
705,S01005124
834,S01005125
619,S01005126
646,S01005127
977,S01005128
926,S01005129
627,S01005130
"1,009",S01005131
755,S01005132
425,S01005133
997,S01005134
756,S01005135
820,S01005136
882,S01005137
"1,125",S01005138
677,S01005139
564,S01005140
884,S01005141
646,S01005142
"1,018",S01005143
"1,295",S01005144
739,S01005145
759,S01005146
923,S01005147
884,S01005148
583,S01005149
668,S01005150
663,S01005151
"1,651",S01005152
882,S01005153
596,S01005154
684,S01005155
667,S01005156
823,S01005157
673,S01005158
898,S01005159
"1,026",S01005160
"1,056",S01005161
932,S01005162
613,S01005163
873,S01005164
710,S01005165
990,S01005166
629,S01005167
734,S01005168
576,S01005169
759,S01005170
884,S01005171
"1,783",S01005172
686,S01005173
661,S01005174
821,S01005175
619,S01005176
796,S01005177
900,S01005178
935,S01005179
812,S01005180
894,S01005181
741,S01005182
815,S01005183
845,S01005184
491,S01005185
753,S01005186
975,S01005187
879,S01005188
879,S01005189
893,S01005190
890,S01005191
"1,089",S01005192
780,S01005193
582,S01005194
899,S01005195
822,S01005196
685,S01005197
813,S01005198
741,S01005199
529,S01005200
891,S01005201
871,S01005202
842,S01005203
486,S01005204
"1,127",S01005205
914,S01005206
881,S01005207
578,S01005208
857,S01005209
915,S01005210
688,S01005211
583,S01005212
905,S01005213
921,S01005214
939,S01005215
717,S01005216
997,S01005217
905,S01005218
"1,042",S01005219
657,S01005220
618,S01005221
539,S01005222
708,S01005223
699,S01005224
920,S01005225
499,S01005226
"1,018",S01005227
"1,076",S01005228
"1,118",S01005229
794,S01005230
741,S01005231
"1,118",S01005232
748,S01005233
"1,337",S01005234
719,S01005235
"1,145",S01005236
956,S01005237
794,S01005238
991,S01005239
797,S01005240
944,S01005241
"1,058",S01005242
"1,082",S01005243
962,S01005244
809,S01005245
812,S01005246
679,S01005247
707,S01005248
990,S01005249
842,S01005250
820,S01005251
460,S01005252
562,S01005253
826,S01005254
675,S01005255
812,S01005256
958,S01005257
969,S01005258
610,S01005259
603,S01005260
586,S01005261
"1,039",S01005262
546,S01005263
620,S01005264
449,S01005265
833,S01005266
"1,043",S01005267
"1,269",S01005268
849,S01005269
"1,027",S01005270
532,S01005271
519,S01005272
762,S01005273
746,S01005274
536,S01005275
717,S01005276
589,S01005277
797,S01005278
534,S01005279
702,S01005280
825,S01005281
726,S01005282
757,S01005283
658,S01005284
677,S01005285
730,S01005286
"1,079",S01005287
783,S01005288
"1,121",S01005289
611,S01005290
681,S01005291
768,S01005292
720,S01005293
594,S01005294
589,S01005295
795,S01005296
689,S01005297
"1,073",S01005298
468,S01005299
928,S01005300
849,S01005301
923,S01005302
823,S01005303
674,S01005304
761,S01005305
993,S01005306
945,S01005307
490,S01005308
877,S01005309
968,S01005310
837,S01005311
"1,211",S01005312
803,S01005313
450,S01005314
965,S01005315
843,S01005316
482,S01005317
567,S01005318
601,S01005319
650,S01005320
576,S01005321
"1,861",S01005322
664,S01005323
849,S01005324
"2,636",S01005325
915,S01005326
582,S01005327
740,S01005328
670,S01005329
715,S01005330
641,S01005331
581,S01005332
759,S01005333
"1,176",S01005334
484,S01005335
592,S01005336
826,S01005337
549,S01005338
760,S01005339
552,S01005340
659,S01005341
723,S01005342
940,S01005343
694,S01005344
744,S01005345
763,S01005346
676,S01005347
920,S01005348
850,S01005349
694,S01005350
"1,397",S01005351
925,S01005352
"1,021",S01005353
806,S01005354
891,S01005355
664,S01005356
761,S01005357
786,S01005358
810,S01005359
771,S01005360
905,S01005361
770,S01005362
714,S01005363
950,S01005364
880,S01005365
666,S01005366
780,S01005367
692,S01005368
895,S01005369
822,S01005370
913,S01005371
809,S01005372
744,S01005373
860,S01005374
938,S01005375
914,S01005376
835,S01005377
736,S01005378
920,S01005379
682,S01005380
656,S01005381
834,S01005382
647,S01005383
976,S01005384
957,S01005385
625,S01005386
889,S01005387
747,S01005388
752,S01005389
835,S01005390
736,S01005391
885,S01005392
"1,001",S01005393
882,S01005394
"1,049",S01005395
727,S01005396
569,S01005397
947,S01005398
926,S01005399
"1,008",S01005400
879,S01005401
"1,006",S01005402
842,S01005403
966,S01005404
524,S01005405
514,S01005406
"1,475",S01005407
650,S01005408
653,S01005409
"1,100",S01005410
971,S01005411
"1,005",S01005412
882,S01005413
"1,026",S01005414
870,S01005415
988,S01005416
"1,257",S01005417
"1,195",S01005418
665,S01005419
778,S01005420
819,S01005421
919,S01005422
985,S01005423
865,S01005424
907,S01005425
775,S01005426
744,S01005427
"1,012",S01005428
672,S01005429
546,S01005430
737,S01005431
698,S01005432
779,S01005433
829,S01005434
"1,095",S01005435
984,S01005436
898,S01005437
763,S01005438
714,S01005439
"1,422",S01005440
"1,029",S01005441
"2,285",S01005442
"1,122",S01005443
"1,425",S01005444
994,S01005445
780,S01005446
915,S01005447
859,S01005448
"1,069",S01005449
"1,033",S01005450
957,S01005451
923,S01005452
831,S01005453
908,S01005454
831,S01005455
861,S01005456
893,S01005457
761,S01005458
879,S01005459
882,S01005460
808,S01005461
"1,057",S01005462
604,S01005463
641,S01005464
632,S01005465
"1,172",S01005466
498,S01005467
976,S01005468
905,S01005469
664,S01005470
796,S01005471
"1,490",S01005472
999,S01005473
855,S01005474
940,S01005475
"1,108",S01005476
847,S01005477
742,S01005478
619,S01005479
"1,169",S01005480
633,S01005481
683,S01005482
"1,065",S01005483
562,S01005484
805,S01005485
819,S01005486
727,S01005487
801,S01005488
962,S01005489
560,S01005490
917,S01005491
914,S01005492
718,S01005493
946,S01005494
769,S01005495
"1,006",S01005496
907,S01005497
874,S01005498
654,S01005499
708,S01005500
"1,099",S01005501
818,S01005502
586,S01005503
695,S01005504
654,S01005505
836,S01005506
567,S01005507
659,S01005508
773,S01005509
776,S01005510
659,S01005511
703,S01005512
836,S01005513
629,S01005514
604,S01005515
558,S01005516
896,S01005517
"1,066",S01005518
648,S01005519
972,S01005520
670,S01005521
579,S01005522
787,S01005523
853,S01005524
643,S01005525
659,S01005526
471,S01005527
564,S01005528
945,S01005529
593,S01005530
578,S01005531
864,S01005532
678,S01005533
568,S01005534
822,S01005535
848,S01005536
745,S01005537
791,S01005538
844,S01005539
731,S01005540
640,S01005541
719,S01005542
751,S01005543
723,S01005544
"1,230",S01005545
785,S01005546
"1,060",S01005547
"1,399",S01005548
"1,549",S01005549
632,S01005550
797,S01005551
790,S01005552
820,S01005553
656,S01005554
842,S01005555
587,S01005556
653,S01005557
716,S01005558
614,S01005559
559,S01005560
785,S01005561
934,S01005562
734,S01005563
852,S01005564
532,S01005565
495,S01005566
968,S01005567
509,S01005568
741,S01005569
761,S01005570
663,S01005571
770,S01005572
699,S01005573
865,S01005574
682,S01005575
773,S01005576
845,S01005577
948,S01005578
953,S01005579
665,S01005580
674,S01005581
849,S01005582
657,S01005583
571,S01005584
892,S01005585
765,S01005586
"1,070",S01005587
638,S01005588
"1,353",S01005589
752,S01005590
934,S01005591
443,S01005592
776,S01005593
"1,000",S01005594
876,S01005595
484,S01005596
"1,103",S01005597
"1,029",S01005598
595,S01005599
882,S01005600
679,S01005601
604,S01005602
863,S01005603
391,S01005604
882,S01005605
633,S01005606
559,S01005607
972,S01005608
948,S01005609
538,S01005610
714,S01005611
794,S01005612
810,S01005613
793,S01005614
930,S01005615
652,S01005616
747,S01005617
608,S01005618
550,S01005619
473,S01005620
644,S01005621
864,S01005622
732,S01005623
859,S01005624
870,S01005625
811,S01005626
615,S01005627
"1,189",S01005628
752,S01005629
507,S01005630
720,S01005631
502,S01005632
771,S01005633
744,S01005634
792,S01005635
803,S01005636
"1,245",S01005637
